Year;Month;Country;"US$ FOB";"Net Weight"
2018;09;"Hong Kong";380;76
2018;11;Venezuela;353;74
2018;12;Greece;316;88
2018;09;Malta;286;168
2018;10;"Marshall Islands";272;80
2018;12;Bahamas;266;77
2018;10;Greece;256;98
2018;11;Japan;236;68
2018;11;Cyprus;231;209
2018;10;Norway;226;12
2018;12;Germany;212;41
2018;10;Panama;206;54
2018;11;Malta;205;70
2018;09;"Cayman Islands";203;19
2018;09;Philippines;202;107
2018;12;Canada;200;794
2018;10;Bahamas;191;45
2018;10;"Antigua and Barbuda";191;36
2018;10;Cyprus;173;53
2018;10;Malta;153;37
2018;08;Singapore;127;38
2018;09;Liberia;120;24
2018;10;Turkey;117;351
2018;11;Greece;107;28
2018;12;Cyprus;76;19
2018;05;Canada;75;9
2018;04;Bolivia;73;27
2018;09;Panama;72;13
2018;09;Taiwan;67;24
2018;11;Bahamas;60;13
2018;11;"South Korea";52;100
2018;09;Greece;52;18
2018;11;Philippines;50;24
2018;02;"Cape Verde";48;18
2018;12;Thailand;46;8
2018;12;"South Korea";41;18
2018;10;Canada;34;5
2018;12;Malaysia;32;15
2018;11;Turkey;32;10
2018;11;Singapore;28;4
2018;07;Liberia;25;8
2018;08;Liberia;22;7
2018;08;Panama;21;2
2018;08;"Marshall Islands";10;2
2018;12;Philippines;9;2
2018;09;Netherlands;8;1
2018;08;"Hong Kong";7;10
2018;10;Cuba;2;2
2017;09;"United States";1190146;18823
2017;07;Paraguay;586857;319985
2017;12;Paraguay;569637;311619
2017;06;Paraguay;562455;316200
2017;10;Paraguay;511876;289732
2017;08;Paraguay;424911;240326
2017;05;Paraguay;384715;219180
2017;09;Paraguay;356350;199378
2017;11;Paraguay;308155;170827
2017;03;Paraguay;218373;122631
2017;04;Paraguay;159446;89984
2017;01;China;130309;32289
2017;01;Paraguay;88255;52005
2017;02;Paraguay;83708;47996
2017;12;Qatar;81606;13338
2017;12;China;63215;16270
2017;05;Angola;61680;10170
2017;12;Sweden;59709;14175
2017;12;"United States";56198;10351
2017;05;China;54605;12600
2017;11;"United Kingdom";50618;13298
2017;11;"United States";46779;19620
2017;04;"United States";46037;17118
2017;06;"United Kingdom";43200;10800
2017;02;"United Kingdom";42142;10395
2017;01;Switzerland;41194;3060
2017;07;"United States";35915;10270
2017;11;Germany;34406;5333
2017;02;"United States";32474;10026
2017;09;"United Kingdom";28140;7695
2017;07;Japan;26445;8154
2017;11;Cuba;25570;22030
2017;11;Switzerland;25435;2340
2017;03;"United Kingdom";24932;6408
2017;05;"United Kingdom";24176;5895
2017;08;"United States";23473;6930
2017;08;"United Kingdom";21810;5400
2017;10;Germany;21128;3375
2017;09;Canada;20256;4275
2017;07;Germany;20134;3757
2017;05;Cuba;19936;17990
2017;04;Japan;18938;8685
2017;10;"United States";18551;7992
2017;10;Curaçao;18045;11250
2017;09;China;17958;6435
2017;08;Taiwan;17424;7200
2017;03;"United States";16715;4135
2017;02;Belgium;16405;2790
2017;12;Taiwan;15967;4536
2017;12;Cuba;13724;11749
2017;06;"United States";13542;2057
2017;01;Japan;12502;4779
2017;02;Japan;12066;3200
2017;05;Germany;12034;3002
2017;10;Japan;12010;6750
2017;11;Luxembourg;11086;1130
2017;09;Cuba;10432;8812
2017;05;Canada;10402;1800
2017;03;Bolivia;9949;3315
2017;09;"Czech Republic";9359;1170
2017;08;France;8669;1193
2017;07;"Netherlands Antilles";8550;5400
2017;06;France;8546;2160
2017;05;"United States";7871;3780
2017;05;"Czech Republic";7588;1576
2017;04;Australia;7500;1350
2017;11;Cameroon;7476;1749
2017;07;"United Kingdom";6786;802
2017;11;Japan;6704;1793
2017;01;"Hong Kong";6480;1647
2017;09;Taiwan;6402;2245
2017;12;Japan;6312;1260
2017;10;Switzerland;5670;675
2017;05;Suriname;5638;3690
2017;05;Luxembourg;5498;1098
2017;01;Luxembourg;5363;491
2017;08;Curaçao;4966;1092
2017;04;France;4439;900
2017;11;Bolivia;4200;2700
2017;08;Bolivia;4200;2700
2017;07;Taiwan;4161;1008
2017;01;Latvia;3723;387
2017;05;"New Zealand";3360;751
2017;06;Denmark;2829;581
2017;10;Bolivia;2824;30
2017;02;"New Zealand";2771;470
2017;12;Venezuela;2646;680
2017;08;Cuba;2574;2202
2017;04;Switzerland;2517;450
2017;10;Sweden;2183;590
2017;08;Italy;2083;360
2017;09;"New Zealand";2008;457
2017;07;Sweden;1615;305
2017;01;Bulgaria;1579;117
2017;06;"Hong Kong";1500;270
2017;02;Sweden;1446;375
2017;06;Mexico;1392;394
2017;11;"United Arab Emirates";1101;225
2017;04;"United Arab Emirates";1101;225
2017;01;"United Arab Emirates";1100;225
2017;06;Germany;1010;45
2017;07;"Hong Kong";918;14
2017;05;Mexico;900;270
2017;05;Bolivia;672;225
2017;08;"Hong Kong";200;17
2017;01;Italy;165;108
2017;01;Bolivia;103;36
2017;12;Guinea-Bissau;90;48
2017;07;Bolivia;25;9
2016;08;Paraguay;387587;220507
2016;10;China;290823;81072
2016;06;Paraguay;233538;145609
2016;07;Paraguay;218506;127806
2016;09;Paraguay;184912;100616
2016;12;Paraguay;171443;103736
2016;06;"United States";122697;39453
2016;07;"United Kingdom";117845;31262
2016;11;Paraguay;115995;63050
2016;04;Paraguay;115640;76719
2016;12;"United States";109993;56598
2016;11;Netherlands;95340;19530
2016;06;"United Kingdom";85368;15309
2016;02;"United States";80024;24156
2016;09;"Hong Kong";77799;5400
2016;03;Paraguay;76205;50424
2016;09;"United Kingdom";73519;15723
2016;10;Paraguay;71462;41231
2016;04;"United States";67380;30326
2016;01;"United States";63915;14384
2016;07;"United States";62158;13304
2016;08;"United Kingdom";61364;10152
2016;07;Netherlands;54180;11610
2016;05;"United Kingdom";53451;11679
2016;07;China;51656;14607
2016;10;"United Kingdom";50495;12051
2016;10;Taiwan;47503;10992
2016;02;Germany;46787;9081
2016;03;"United States";41219;24588
2016;05;Finland;41003;7617
2016;03;"United Kingdom";40674;9828
2016;12;China;36722;8580
2016;03;Belgium;35950;5400
2016;12;Angola;35390;7359
2016;07;Japan;34859;11626
2016;05;"United States";34806;6431
2016;08;"United States";34326;15840
2016;05;China;34062;5880
2016;05;Paraguay;33819;19428
2016;10;"United States";33740;20565
2016;12;Taiwan;32875;5977
2016;02;Paraguay;31767;26638
2016;05;Netherlands;30558;10125
2016;01;China;30274;7520
2016;03;Canada;29968;4261
2016;05;Japan;29600;9900
2016;11;China;29293;10470
2016;09;"United States";23193;4544
2016;04;Canada;23024;5130
2016;03;China;22559;5189
2016;11;"United Kingdom";22400;4470
2016;01;"United Kingdom";21324;5175
2016;02;Bolivia;21022;5644
2016;06;Poland;19544;6750
2016;11;Canada;18104;4320
2016;07;Cuba;17919;16390
2016;08;"Czech Republic";17478;2518
2016;02;Poland;15858;4707
2016;05;Germany;14976;3356
2016;01;Paraguay;14541;9975
2016;08;Japan;14510;7965
2016;11;"United States";13960;7884
2016;01;Switzerland;13764;1080
2016;06;Switzerland;13576;2070
2016;05;Singapore;13199;5445
2016;03;Luxembourg;13197;1202
2016;10;Australia;11760;1350
2016;09;Belgium;10584;1800
2016;09;Cuba;10308;9330
2016;10;Cuba;10296;9330
2016;12;"United Kingdom";10240;1396
2016;09;Netherlands;10125;1688
2016;12;Cuba;9794;9330
2016;06;"New Zealand";9472;504
2016;03;France;9219;3375
2016;03;Japan;9161;4625
2016;08;"Netherlands Antilles";8906;5625
2016;07;Denmark;8171;1278
2016;03;Cuba;7680;6912
2016;01;Cuba;6912;6220
2016;02;Cuba;6912;6220
2016;04;"Czech Republic";6571;869
2016;09;France;6513;344
2016;06;"Netherlands Antilles";6413;4050
2016;10;France;6061;918
2016;12;Bolivia;6052;5351
2016;03;Switzerland;6000;1080
2016;10;"Netherlands Antilles";5787;3591
2016;11;"Hong Kong";5520;855
2016;06;Austria;5220;675
2016;08;France;4829;855
2016;05;Estonia;4800;900
2016;03;"Czech Republic";4425;450
2016;08;China;4233;788
2016;10;Luxembourg;4171;747
2016;02;Luxembourg;4058;810
2016;08;Italy;3465;585
2016;07;France;3433;545
2016;11;Germany;3312;900
2016;01;"Netherlands Antilles";3206;2025
2016;07;Germany;3034;675
2016;04;"Hong Kong";2880;720
2016;04;Japan;2824;225
2016;12;"Netherlands Antilles";2138;1350
2016;12;Australia;2039;604
2016;11;Bolivia;1886;1613
2016;06;Bolivia;1785;1165
2016;04;"United Arab Emirates";1760;360
2016;08;Bolivia;1461;833
2016;08;Suriname;1375;900
2016;03;Sweden;1214;291
2016;04;Bolivia;1031;895
2016;11;"United Arab Emirates";1000;225
2016;07;Bolivia;992;819
2016;10;Bolivia;842;603
2016;09;Bolivia;726;463
2016;03;Bolivia;542;461
2016;01;Bolivia;481;487
2016;05;Bolivia;415;293
2016;04;"South Korea";20;8
2015;05;Paraguay;148938;87079
2015;07;Paraguay;115148;78507
2015;06;Paraguay;112353;59706
2015;08;"United States";97646;35352
2015;10;Paraguay;81412;69723
2015;04;Canada;78830;15817
2015;11;Paraguay;78644;55962
2015;08;China;76867;12242
2015;05;"United States";72712;29758
2015;08;Paraguay;72390;44699
2015;09;Paraguay;68351;52750
2015;09;"United Kingdom";67546;13473
2015;06;China;66476;16305
2015;01;"United States";63096;14580
2015;04;"United States";61165;23617
2015;09;"United States";58487;21879
2015;10;"United States";57800;24732
2015;02;Netherlands;56625;11273
2015;03;"United States";54798;28350
2015;11;Netherlands;51582;15300
2015;09;Switzerland;43810;4950
2015;10;Switzerland;39110;10427
2015;03;Japan;38464;14496
2015;11;China;38265;6660
2015;12;"United States";37800;5670
2015;08;"United Kingdom";37709;9180
2015;02;"United Kingdom";33945;6324
2015;12;"United Kingdom";33814;12582
2015;04;Cuba;31104;27990
2015;05;Germany;29000;6832
2015;10;Belgium;26399;4473
2015;07;"United Kingdom";24928;5004
2015;05;"United Kingdom";24620;5472
2015;12;Poland;24365;6551
2015;06;"United Kingdom";24332;4380
2015;10;Taiwan;23940;7200
2015;03;"United Kingdom";23748;4734
2015;05;Netherlands;23625;3375
2015;09;Netherlands;23520;5040
2015;09;Portugal;21320;23856
2015;07;Portugal;21266;23880
2015;11;Canada;21113;4950
2015;12;China;20738;9049
2015;03;Paraguay;20704;13067
2015;02;China;20250;3218
2015;05;Australia;20100;1800
2015;06;"United States";19845;11850
2015;08;Japan;19415;11060
2015;01;Poland;18416;5103
2015;03;Russia;18240;47664
2015;01;Paraguay;17924;12270
2015;07;Cuba;17280;15550
2015;03;Cuba;17280;15550
2015;09;Australia;17124;3540
2015;12;Netherlands;17117;6399
2015;07;Angola;17089;1908
2015;12;Paraguay;16952;13835
2015;05;Denmark;15998;4431
2015;07;Japan;15856;3779
2015;11;Germany;15641;3823
2015;08;Cuba;15552;13995
2015;09;"Czech Republic";15304;2297
2015;11;"United Kingdom";15060;3105
2015;07;Netherlands;13995;3600
2015;02;Cuba;13824;12440
2015;05;Cuba;13824;12440
2015;10;"United Kingdom";13440;2736
2015;07;Australia;10787;2097
2015;03;Canada;10264;2160
2015;10;Luxembourg;10245;1467
2015;01;"United Kingdom";9265;1392
2015;01;Japan;8585;1827
2015;02;Canada;8187;1620
2015;04;Paraguay;7302;6705
2015;05;Luxembourg;7113;828
2015;06;Denmark;6840;1440
2015;07;Denmark;6468;1209
2015;09;Norway;6021;1058
2015;04;"Hong Kong";5226;689
2015;11;France;4749;1596
2015;10;"Netherlands Antilles";4275;2700
2015;11;Sweden;4070;900
2015;12;Bolivia;3933;3568
2015;07;"Netherlands Antilles";3206;2025
2015;01;"Netherlands Antilles";3064;1935
2015;01;Switzerland;2870;495
2015;09;Japan;2836;222
2015;06;Singapore;2774;1116
2015;02;"United Arab Emirates";2640;540
2015;10;"Hong Kong";2611;540
2015;04;Japan;2505;195
2015;07;Sweden;2334;512
2015;06;"New Zealand";2102;559
2015;01;Bolivia;1495;1032
2015;02;Bolivia;1439;1062
2015;09;"New Zealand";1374;250
2015;10;Bolivia;1313;1029
2015;02;Paraguay;1252;1125
2015;10;"United Arab Emirates";1100;225
2015;05;Bolivia;897;731
2015;04;Bolivia;769;650
2015;07;"United States";760;108
2015;06;Suriname;700;450
2015;06;Bolivia;674;540
2015;07;Bolivia;665;520
2015;09;Bolivia;613;514
2015;11;Bolivia;591;590
2015;03;Bolivia;497;366
2015;05;China;270;135
2015;02;Japan;192;18
2015;09;Germany;119;1
2015;08;Bolivia;104;72
2015;10;Germany;20;24
2015;12;Suriname;13;3
2014;04;Germany;428589;126113
2014;04;"United Kingdom";335565;86695
2014;04;Netherlands;300138;69630
2014;04;Belgium;294170;65250
2014;03;"United Kingdom";256990;69017
2014;04;China;215740;23284
2014;07;Paraguay;205497;103993
2014;03;Netherlands;149592;32163
2014;02;"United Kingdom";145115;27062
2014;02;Germany;137725;40968
2014;02;Belgium;136372;33568
2014;08;Japan;135362;35685
2014;07;"United Kingdom";131389;27235
2014;05;"United Kingdom";128631;23481
2014;01;Belgium;112578;26550
2014;03;Belgium;112427;18212
2014;06;"United Kingdom";104865;23313
2014;12;Paraguay;103668;68082
2014;01;Netherlands;102952;19080
2014;02;Japan;102677;28980
2014;01;"United Kingdom";101309;14886
2014;03;Switzerland;99668;16128
2014;09;"United States";98046;35757
2014;04;Paraguay;95807;59617
2014;01;Argentina;95130;20385
2014;01;Finland;94962;12960
2014;04;Canada;92769;16387
2014;09;Paraguay;85792;38082
2014;04;Portugal;79141;71544
2014;07;China;78315;10929
2014;12;China;78008;13333
2014;10;Paraguay;77542;47790
2014;09;"United Kingdom";76627;16190
2014;03;Poland;76058;24045
2014;05;"United States";70528;22680
2014;11;Paraguay;70218;47890
2014;10;"United States";68542;37495
2014;08;Paraguay;68119;38610
2014;03;France;67371;10350
2014;02;Netherlands;67053;13343
2014;03;Japan;65868;10611
2014;03;Paraguay;65222;40168
2014;06;Paraguay;62902;24954
2014;02;"United States";59973;31824
2014;07;"United States";59072;36312
2014;03;Germany;58641;16678
2014;06;Switzerland;57633;5265
2014;01;"Hong Kong";55439;16177
2014;09;Canada;53754;6028
2014;05;China;53041;11124
2014;02;Switzerland;51526;4176
2014;06;Japan;50384;13680
2014;03;Taiwan;48017;6669
2014;01;Germany;47819;14175
2014;11;"United Kingdom";47514;7902
2014;12;"United States";45921;11669
2014;12;Belgium;39965;5940
2014;10;Netherlands;39375;5625
2014;04;France;38660;5045
2014;05;Paraguay;34680;14888
2014;08;Cuba;34560;31100
2014;02;France;33500;11700
2014;01;Paraguay;33446;35031
2014;08;Norway;33042;4980
2014;07;Sweden;32978;7560
2014;09;Netherlands;32886;8550
2014;08;Netherlands;32424;6300
2014;10;Poland;31899;6136
2014;08;Germany;31340;5694
2014;04;"United States";30996;14796
2014;03;"United States";30960;16470
2014;06;"United States";30178;15264
2014;06;Russia;28800;95328
2014;10;"United Kingdom";28462;5706
2014;12;Japan;28326;9353
2014;04;Luxembourg;28044;5027
2014;02;Canada;26961;2700
2014;05;Netherlands;26166;5040
2014;06;Germany;25926;5220
2014;04;Mexico;24336;1521
2014;08;China;24141;3915
2014;06;Netherlands;23181;5558
2014;04;Angola;23124;12182
2014;07;Germany;21065;2700
2014;03;Canada;20452;3285
2014;04;Taiwan;19890;5850
2014;05;Canada;19332;3802
2014;05;Switzerland;18308;1404
2014;12;Russia;18240;47664
2014;02;"Czech Republic";17666;1955
2014;02;Norway;17422;2199
2014;10;"Czech Republic";17339;2545
2014;12;"United Kingdom";17280;4320
2014;08;France;16338;4050
2014;10;Australia;15753;2570
2014;07;Japan;15541;7795
2014;05;Australia;14936;2388
2014;05;Russia;14400;47664
2014;03;"New Zealand";13675;2800
2014;02;Australia;13020;1350
2014;05;Denmark;12825;2331
2014;02;Luxembourg;12753;1926
2014;04;Sweden;11733;1620
2014;05;Germany;10548;1800
2014;08;Canada;8996;1800
2014;12;Cuba;8640;7775
2014;06;Belgium;8581;1800
2014;11;Luxembourg;8178;1017
2014;05;France;7236;1350
2014;12;Bolivia;6417;4802
2014;11;"Equatorial Guinea";6413;4050
2014;10;China;6095;1455
2014;10;Sweden;5402;1080
2014;02;Paraguay;5135;2742
2014;05;"Hong Kong";5047;1278
2014;07;France;4702;1260
2014;10;Switzerland;4627;960
2014;11;Canada;4611;1080
2014;02;Denmark;4046;909
2014;04;Singapore;3887;541
2014;11;"Netherlands Antilles";3775;2205
2014;10;Japan;3616;322
2014;09;Luxembourg;3425;311
2014;09;"Netherlands Antilles";3394;2250
2014;05;Italy;2474;594
2014;09;Bolivia;2462;1349
2014;07;"Equatorial Guinea";2360;819
2014;11;Bolivia;2300;1770
2014;07;"United Arab Emirates";2171;392
2014;07;"Hong Kong";2088;540
2014;01;"Equatorial Guinea";1660;306
2014;10;"Trinidad and Tobago";1600;360
2014;05;"Equatorial Guinea";1449;453
2014;01;Bolivia;1307;1007
2014;01;"United Arab Emirates";1210;248
2014;10;Bolivia;1189;751
2014;08;Bolivia;1159;786
2014;06;Bolivia;1002;511
2014;11;"Hong Kong";960;135
2014;11;Sweden;944;144
2014;07;Bolivia;863;495
2014;05;Bolivia;769;438
2014;07;Aruba;755;450
2014;02;Bolivia;625;478
2014;08;Venezuela;232;14
2014;03;Bolivia;210;147
2014;12;"Equatorial Guinea";101;18
2014;11;Suriname;19;6
2014;08;Italy;18;10
2013;05;Russia;1342847;3361152
2013;07;Russia;1318137;3522940
2013;03;Spain;1253638;2385780
2013;08;Russia;697412;1954330
2013;05;Spain;636000;1192440
2013;02;Russia;634502;1477814
2013;04;Russia;613650;1524848
2013;06;Russia;427954;1143936
2013;01;Russia;364560;738445
2013;12;Finland;283114;36682
2013;04;"United States";186903;57182
2013;09;Russia;162214;404645
2013;10;Russia;148800;238320
2013;03;Russia;144815;333715
2013;08;"United States";138580;43012
2013;08;Japan;131736;19800
2013;03;"United States";119578;22452
2013;12;Japan;101522;20878
2013;10;"United States";99103;39834
2013;11;China;98635;12665
2013;09;"United Kingdom";96095;16911
2013;09;Netherlands;94437;17132
2013;04;Paraguay;90737;72415
2013;04;Spain;87120;166942
2013;09;Canada;78853;11700
2013;08;Paraguay;77514;49703
2013;07;Denmark;77379;12109
2013;09;Belgium;77310;17307
2013;06;Paraguay;75388;50578
2013;07;Paraguay;74997;51586
2013;07;Japan;68809;19828
2013;05;Paraguay;67965;41305
2013;12;Paraguay;67575;41104
2013;12;Germany;67526;13262
2013;04;Canada;63333;8319
2013;10;Paraguay;62754;44073
2013;11;Paraguay;61907;49375
2013;11;"United States";61830;32316
2013;09;Paraguay;61286;47633
2013;06;"United Kingdom";60790;10589
2013;03;Germany;59903;18654
2013;07;"United States";58531;11330
2013;08;Germany;56101;9446
2013;05;Netherlands;54808;13615
2013;03;China;54394;7259
2013;10;Japan;50598;9000
2013;09;"United States";50582;8772
2013;10;"United Kingdom";48094;10458
2013;11;Japan;46933;12580
2013;12;"United Kingdom";45578;11153
2013;12;Netherlands;43250;14814
2013;05;China;41882;4163
2013;11;Poland;41254;6955
2013;12;Russia;38400;95549
2013;11;France;34842;5400
2013;06;Netherlands;32550;6300
2013;01;China;32550;3285
2013;09;China;32505;9711
2013;11;"Hong Kong";30933;8019
2013;05;Switzerland;29785;2997
2013;12;Australia;29453;5100
2013;02;"United States";29233;16092
2013;10;Netherlands;29028;5580
2013;02;"Hong Kong";28166;7493
2013;02;Paraguay;26979;18237
2013;10;Poland;25985;6471
2013;05;Germany;25968;4320
2013;01;"United Kingdom";25560;5940
2013;02;Australia;25384;4974
2013;06;Canada;25218;4185
2013;05;"United States";24637;5490
2013;06;Poland;23721;5823
2013;06;"Czech Republic";23549;3697
2013;04;Germany;23004;6687
2013;12;China;21023;2813
2013;05;"United Kingdom";18435;1534
2013;11;Germany;18280;5010
2013;06;Australia;17776;2158
2013;01;Portugal;17627;23810
2013;12;Denmark;16955;3803
2013;02;Germany;15196;4320
2013;02;Japan;15129;7065
2013;05;Australia;15114;2562
2013;12;"United States";13632;8424
2013;09;Japan;12018;2477
2013;08;Luxembourg;11107;1823
2013;04;Belgium;10223;3122
2013;03;Paraguay;9366;5765
2013;10;Angola;9300;1573
2013;12;Bolivia;9232;7114
2013;01;Luxembourg;8541;1633
2013;03;Belgium;8360;2032
2013;05;Norway;8068;1090
2013;06;Sweden;7503;1080
2013;02;France;7414;1485
2013;08;Australia;7280;1193
2013;05;"Netherlands Antilles";7188;3942
2013;01;Sweden;6960;1035
2013;11;Norway;6819;970
2013;09;Australia;6708;720
2013;01;Paraguay;6584;7566
2013;10;"Netherlands Antilles";6249;3469
2013;02;"United Kingdom";6221;2216
2013;11;"Netherlands Antilles";6128;3870
2013;05;Uruguay;6102;630
2013;05;Italy;5984;1044
2013;01;Italy;5983;666
2013;03;Singapore;5779;766
2013;11;Sweden;5720;1080
2013;05;Luxembourg;4940;887
2013;11;Luxembourg;4886;792
2013;03;Canada;4576;450
2013;09;Denmark;4317;1188
2013;07;"United Kingdom";4232;360
2013;12;Uruguay;4221;540
2013;01;Norway;4121;315
2013;04;"New Zealand";4092;1004
2013;06;"United States";3947;464
2013;01;Bolivia;3832;2602
2013;05;Denmark;3264;792
2013;11;Bolivia;3096;2216
2013;06;Uruguay;3020;356
2013;09;Suriname;2960;1800
2013;03;Bahamas;2673;248
2013;10;Canada;2663;675
2013;02;Bahamas;2472;333
2013;05;Japan;2343;360
2013;02;Nigeria;2245;1350
2013;04;"Equatorial Guinea";1998;368
2013;08;"Hong Kong";1790;463
2013;03;Bolivia;1768;1223
2013;08;"Equatorial Guinea";1696;332
2013;12;"Equatorial Guinea";1642;408
2013;03;Netherlands;1617;351
2013;07;Bolivia;1574;1192
2013;10;Bolivia;1458;1084
2013;06;Bolivia;1272;945
2013;09;Bolivia;1010;790
2013;08;Bolivia;969;750
2013;02;Bolivia;913;640
2013;05;Bolivia;627;418
2013;09;"Hong Kong";335;38
2013;04;Bolivia;247;173
2013;05;Colombia;30;8
2013;07;Kenya;4;6
2012;11;Russia;1098368;2550418
2012;12;Russia;411600;834192
2012;03;China;281510;20405
2012;08;Russia;216720;500472
2012;09;Netherlands;204289;27540
2012;03;Russia;204000;238320
2012;11;China;174900;25824
2012;05;France;173875;193961
2012;09;Russia;154800;356980
2012;06;"United Kingdom";125866;35694
2012;09;"United States";94699;49282
2012;07;Netherlands;76025;14968
2012;08;Canada;70813;5019
2012;08;China;68798;22396
2012;05;Paraguay;67365;61490
2012;01;China;62982;12363
2012;05;"United States";61484;32580
2012;10;Netherlands;59609;12150
2012;12;"United States";59253;24492
2012;06;Poland;55322;13154
2012;07;Paraguay;55084;57674
2012;01;Netherlands;52920;17136
2012;03;Netherlands;49869;47500
2012;08;Paraguay;49829;42363
2012;05;China;49418;6579
2012;11;Paraguay;48031;33430
2012;04;Switzerland;47240;4014
2012;07;Portugal;47022;47172
2012;08;Japan;45742;12063
2012;04;Paraguay;41993;32539
2012;06;Netherlands;41861;5400
2012;07;Belgium;41639;6957
2012;04;"United Kingdom";39174;10719
2012;07;Canada;38136;3573
2012;03;Paraguay;38047;25233
2012;08;"United Kingdom";36617;7110
2012;10;Paraguay;34494;25669
2012;01;Poland;33836;8509
2012;12;Germany;33138;4365
2012;12;Netherlands;33084;6480
2012;03;Belgium;33061;6219
2012;09;"United Kingdom";32517;7965
2012;02;"United States";31305;15708
2012;12;Paraguay;30932;23176
2012;02;"United Kingdom";30720;8324
2012;03;"United Kingdom";30720;4027
2012;12;Japan;30342;5300
2012;05;"United Kingdom";27193;7181
2012;04;"United States";26717;13860
2012;07;Finland;25990;6030
2012;06;Paraguay;25775;23221
2012;02;Finland;25159;6030
2012;09;Australia;24209;4533
2012;07;Denmark;23802;4716
2012;09;Paraguay;22935;16874
2012;05;Japan;22237;9075
2012;03;"Czech Republic";19656;5990
2012;03;Estonia;19384;3321
2012;06;"United States";18891;9450
2012;10;Russia;18480;47794
2012;07;Norway;17912;2559
2012;07;Australia;17727;2704
2012;04;Netherlands;17355;2732
2012;06;Sweden;17280;2705
2012;01;Finland;16810;5040
2012;08;Luxembourg;16547;2444
2012;03;Germany;15660;1961
2012;12;Chile;15438;8550
2012;03;Japan;14510;2239
2012;02;Australia;14109;2108
2012;03;Norway;13603;2545
2012;11;"United Kingdom";12049;1917
2012;11;France;11916;1643
2012;07;"United States";11637;1213
2012;12;Canada;11329;1275
2012;10;Canada;9500;1575
2012;12;Nigeria;9310;6206
2012;05;Canada;9171;1575
2012;12;Angola;8572;2610
2012;10;"New Zealand";8370;2305
2012;11;"Czech Republic";8133;1970
2012;01;Paraguay;7551;6022
2012;10;Venezuela;6882;1005
2012;06;Belgium;6409;1047
2012;02;Paraguay;6243;7133
2012;08;Italy;5622;792
2012;05;"Hong Kong";5550;621
2012;11;Belgium;5485;1202
2012;03;Canada;4857;810
2012;07;Germany;4750;1525
2012;11;"Netherlands Antilles";4725;3085
2012;02;Netherlands;4627;971
2012;07;China;4569;338
2012;12;Belgium;4124;707
2012;01;Singapore;3649;919
2012;08;Bahamas;3429;383
2012;05;"Netherlands Antilles";3375;2241
2012;04;"Netherlands Antilles";3375;2184
2012;11;Germany;2794;338
2012;06;Bolivia;2742;2047
2012;10;"Trinidad and Tobago";2720;531
2012;09;"United Arab Emirates";2640;540
2012;03;"Netherlands Antilles";2606;1737
2012;06;Japan;2465;225
2012;03;Panama;2262;39
2012;04;Bahamas;2235;239
2012;09;Canada;2229;477
2012;05;Bahamas;2073;225
2012;11;Bahamas;1987;216
2012;02;"Equatorial Guinea";1898;288
2012;10;Bolivia;1828;1355
2012;03;Bolivia;1748;1146
2012;12;Bolivia;1691;1264
2012;04;Bolivia;1686;1143
2012;02;Japan;1665;379
2012;08;Singapore;1661;293
2012;06;Bahamas;1523;162
2012;01;Bolivia;1426;911
2012;07;Uruguay;1408;428
2012;02;Uruguay;1325;369
2012;02;Suriname;1288;396
2012;08;Bolivia;1254;887
2012;05;Bolivia;1214;841
2012;11;Bolivia;1143;860
2012;07;"Hong Kong";1080;270
2012;09;"Hong Kong";1023;718
2012;07;Bolivia;890;640
2012;07;Nigeria;886;243
2012;07;Bahamas;840;149
2012;02;Bolivia;755;479
2012;03;"United Arab Emirates";660;135
2012;08;Venezuela;610;24
2012;09;Uruguay;541;158
2012;10;Kenya;458;94
2012;08;Uruguay;452;135
2012;07;"New Zealand";447;59
2012;09;Bolivia;427;295
2012;04;"Equatorial Guinea";392;81
2012;09;"Equatorial Guinea";240;450
2012;11;Angola;216;219
2012;03;Uruguay;153;45
2012;01;Angola;73;4
2012;05;Netherlands;2;2
2011;10;"United States";434368;96330
2011;06;"United States";196072;52554
2011;12;China;108612;7895
2011;08;Netherlands;98050;25265
2011;12;"United States";91218;31867
2011;09;Netherlands;90900;30504
2011;03;"United States";89268;47390
2011;10;China;70640;12099
2011;11;Italy;69871;9814
2011;06;Paraguay;68704;59605
2011;03;"United Kingdom";67841;28942
2011;08;"United States";64110;7650
2011;11;Japan;62500;49600
2011;05;"United States";60526;20652
2011;08;Argentina;55460;13253
2011;12;Canada;53845;6154
2011;04;"United Kingdom";53536;17340
2011;10;Angola;53360;10109
2011;04;Finland;50394;12404
2011;10;Japan;49252;33210
2011;06;Norway;47539;4850
2011;03;Paraguay;47064;43540
2011;09;China;45588;7465
2011;08;Germany;45526;9060
2011;08;"United Kingdom";44038;17766
2011;05;Paraguay;43651;42447
2011;07;Paraguay;42822;36590
2011;11;"United States";40341;17010
2011;05;"United Kingdom";40075;19193
2011;04;Poland;39159;7196
2011;07;China;38687;7605
2011;06;Germany;38067;12525
2011;04;Netherlands;36498;13128
2011;06;Netherlands;36498;12288
2011;05;China;36298;7113
2011;11;Belgium;36154;7044
2011;07;Netherlands;33816;12721
2011;03;China;32505;11260
2011;10;Netherlands;32328;9321
2011;03;Germany;32175;10542
2011;11;Denmark;31917;13828
2011;12;Denmark;30141;13758
